Nom;Messages;Date_de_publication;Sentiment;Urgence;Probleme;mot-critique;incomfort;type;Deception;Satisfaction;Frustration
DragonZord-DragoonZordon;Super quand tu reçois une facture de régularisation de 850 euros de la part de @ENGIEpartFR avec des mensualisations qui montent de 130 euros à 275 euros par mois ... Tu m'étonne que des gens se retrouvent SDF du jour au lendemain @zoesagan Et le Bouclier Tarifaire dans tout ça ?;2024-04-11 16:05:44+00:00;Négatif;True;['Facture de régularisation élevée', 'Augmentation des mensualisations'];['850 euros', '130 euros à 275 euros', 'SDF', 'Bouclier Tarifaire'];90;Facturation;85;0;95
Kévin Comte | StreamRunners (Omnes);"@ENGIEpartFR ils sont forts quand même, ils ont souscrit d'eux-mêmes un contrat à mon nom (alors que je suis chez @EDFofficiel) et là ils me mettent en recouvrement alors que j'ai jamais été client chez eux.\n\nEt la meuf au téléphone a le culot de me dire ""ça va 100€ c'est rien)";2024-04-12 12:27:30+00:00;Négatif;True;['Contrat souscrit sans consentement', 'Mise en recouvrement injustifiée', 'Mauvaise gestion du Service client'];"[""souscrit d'eux-mêmes"", 'recouvrement', 'jamais été client', 'culot de me dire', ""ça va 100€ c'est rien""]";90;Erreur de facturation et Service client;100;0;100
@Palmira;@ENGIEpartFR bonjour comment faire étant client et obligé de partir à l'étranger S. V. P. (Clouturer le Service) Merci;2024-04-15 09:58:00+00:00;Neutre;False;[];['partir', 'clôturer'];10;Demande d'information;5;80;5
🌟;Janvier 286 kw/h 66€\nMars 246 kw/h 69€ \n\n@ENGIEpartFR ?????;2024-04-15 21:31:07+00:00;Négatif;False;['Incohérence dans la facturation'];['?????'];60;Facturation;80;0;70
Portalet;@ENGIEpartFR \nFuyez société d'incompétents.  Suite à une erreur de facturation  Engie m' avait promis de faire un geste commercial et il ne l' a jamais tenu Un conseil\nallez chez Vattenfal qui 5% moins cher et le Service client est plus compétent Vérifiez avec Hello Watt;2024-04-16 06:23:14+00:00;Négatif;True;['Erreur de facturation', 'Promesse non tenue', 'Service client incompétent'];['fuyez', 'incompétents', 'erreur', 'jamais tenu', 'Vattenfal', 'moins cher', 'plus compétent'];100;Service client et facturation;100;0;100
Axel Nader;@ENGIEpartFR  Comment un contrat de particulier peut être résilié sans le consentement ni aucune faute de sa part? \n#Erreur #Énergie #LenteurCognitive;2024-04-16 08:31:03+00:00;Négatif;True;['résiliation de contrat sans consentement', 'manque de communication'];['résilié', 'sans consentement', 'aucune faute', 'Erreur', 'LenteurCognitive'];80;Résiliation de contrat;85;0;90
Jeff $ALPH;@vince_b29 @ENGIEpartFR @UFCquechoisir Bonjour,\nJe suis dans la même merde, 2 mois que je paye une augmentation avec un prix qui passe de 0.20 à 0.38 sans avertissement. Avez vous trouvez un recours ou juste résilier ?\nMerci à vous;2024-04-16 14:30:48+00:00;Négatif;True;['augmentation de prix sans avertissement'];['merde', 'augmentation', 'sans avertissement', 'résilier'];80;facturation;85;0;90
Portalet;@ENGIEpartFR Fuyez Engie nul à chier\nJ'ai une très petite retraite j'avais demandé la mensualisation tout allez bien quand Engie a subitement arrêté la mensualisation. Au bout d'un an j' ai eu une énorme facture à payer d' un coup.\nSociété d' incompétents;2024-04-17 07:26:46+00:00;Négatif;False;['Arrêt de la mensualisation', 'Facture élevée'];['Fuyez', 'nul à chier', 'incompétents'];100;Service client;100;0;100
William's;Ah ouais .. le Service client @ENGIEpartFR c’est quelques choses de dingue ! 😅\n\nUn Service à la hauteur de leur connerie pfff https://t.co/NLd6H6n3ZU;2024-04-17 16:05:41+00:00;Négatif;False;['mauvais Service client'];['connerie', 'dingue'];80;Service client;85;0;90
HyunSaeng;Je viens de vérifier et... Ah bah merde alors, d'un coup je passe de 52€ à 70€ pour le mois de mars alors qu'on est mi avril... Donc même le mois entamé ont consomme encore pour le mois précédent ? Je veux bien une explication là @ENGIEpartFR @ENGIEgroup https://t.co/d4PN8QjWvg;2024-04-17 19:10:10+00:00;Négatif;True;['Augmentation inexpliquée de la facture', 'Facturation incorrecte'];['passer de 52€ à 70€', 'explication'];80;Facturation;70;0;90
Portalet;@ENGIEpartFR Fuyez Engie société d' incompétents.  octobre ma chaudiere est tombé en panne 4 interventions en 4 mois ils ont réussi à réparer. Interventions : 11.10.23-12.01.24-17.01.24-26.0124. C'est sur la dernière qu' ils ont changé les pièces. 4 mois ou je me suis gelé le cul;2024-04-18 07:39:22+00:00;Négatif;False;['panne de chaudière', 'interventions multiples', 'délai de réparation long', 'inconfort thermique'];;100;Service Technique;100;0;100
Pascal J Guignard;Encore une arnaque signée @ENGIEpartFR : le tarif week-end qui après 3 tentatives d'inscription sur deux mois n est toujours pas actif pour des raisons inconnues comme seul le mauvais Service clients Engie peut vous le proposer. Inacceptable !;2024-04-21 19:11:50+00:00;Négatif;True;"[""Problème d'inscription au tarif week-end"", 'Mauvais Service client']";['arnaque', 'inacceptable', 'mauvais Service'];80;Problème de Service;85;0;90
Fabien Venries;@ENGIEpartFR 1€/jour l’abonnement de gaz, passage de 252€/an en 2022 a 365€ en 2024 soit +44% comment arrivez vous à justifier cette hausse en 2 ans ?;2024-04-22 08:40:48+00:00;Négatif;False;['hausse des prix'];['hausse', 'justifier'];60;question;80;0;70
Christian;C’est quoi cette augmentation d’abonnement de 20% ?? ⁦@dgccrf⁩ ⁦@TF1⁩ ⁦⁦@ENGIEpartFR⁩ ⁦@afpfr⁩\ninadmissible !!!! #energie #gaz #engie https://t.co/p7b9hcBGX6;2024-04-23 05:08:06+00:00;Négatif;True;"[""augmentation d'abonnement de 20%""]";['augmentation', 'inadmissible'];90;Tarification;80;0;100
Brutus;Énorme compte @ENGIEpartFR ferme\nDepuis 1 semaines! Facture inaccessible , prélèvement sur les mauvais comptes. Combien de temps on va supporter cette merde!si c’est ça je résilie et je vais ailleurs! 10 ans que je suis client merde !;2024-04-23 10:30:25+00:00;Négatif;True;['Compte fermé', 'Facture inaccessible', 'Prélèvement sur les mauvais comptes'];['ferme', 'inaccessible', 'merde', 'résilie'];90;Service client et facturation;80;0;100
Maxime;Il va falloir que l'on m'explique comment @ENGIEpartFR Arrive a me faire une mensualisation a 307.12 (x11) ce qui donne 3 378.32€, ça fait +1000 par rapport a ce que je paie cette année (2 380.88€) 1/2;2024-04-24 06:08:02+00:00;Négatif;True;['Mensualisation élevée', 'Augmentation des coûts'];['307.12', '3 378.32€', '+1000', '2 380.88€'];80;Facturation;85;0;90
🖤🕸️🦷Tiger'hysope du Chaos🦷🕸️🖤;Y'a @ENGIEpartFR qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses, contrat auquel on a jamais souscrit. J'ai l'impression d'être dans un sketch. On continue de me facturer tous les mois ce contrat tout en me disant qu'on va me;2024-04-25 16:14:38+00:00;Négatif;True;['Facturation incorrecte', 'Contrat non souscrit', 'Manque de suivi'];['arnaquer', 'pas souscrit', 'continue de me facturer'];90;Facturation;100;0;100
🇵🇸;@ENGIEpartFR le pire Service qui puisse exister sur cette terre;2024-04-26 21:43:54+00:00;Négatif;False;['Qualité de Service'];['pire'];100;Plainte générale;100;0;100
CHAUVIN Yves;Merci qui ?\nAugmentation du gaz \n#Engie\n@ENGIEpartFR https://t.co/gO8tfwkWLS;2024-04-30 19:02:34+00:00;Négatif;False;['Augmentation du gaz'];['Augmentation'];60;Prix;80;0;70
Fred 🌈;Merci @ENGIEpartFR +10,82% (HT) sur l'abonnement et +13,06%  (HT) sur le prix du kWh, au 1er juillet prochain. Continuez c'est open bar ! https://t.co/wmgRpLLoFo;2024-05-02 12:05:27+00:00;Négatif;False;['Augmentation des prix'];['+10,82%', '+13,06%', 'open bar'];80;Prix;90;0;70
deuslink;Dîtes @ENGIEpartFR ça ne vous dérange pas de couper le gaz chez vos clients sans préavis pour de soi-disant factures impayées ? Mettre plusieurs jours pour redonner accès au gaz et ne faire aucun geste commercial lorsqu'il a été prouvé que les factures ont bel et bien été payées;2024-05-02 17:37:14+00:00;Négatif;True;['coupure de gaz sans préavis', 'factures impayées', 'délai de rétablissement', 'absence de geste commercial'];['couper le gaz', 'sans préavis', 'factures impayées', 'aucun geste commercial'];100;Service client et facturation;100;0;100
deuslink;@ENGIEpartFR c'est quoi ça ? Les autres dîtes rien :\nDans le doute, le lien d'où viennent les captures d'écran : https://t.co/hQgB8l3cVl. https://t.co/gvDeDFiV6d;2024-05-02 17:37:15+00:00;Négatif;False;"[""Manque d'information"", 'Confusion']";"[""c'est quoi ça"", 'dans le doute']";50;Demande d'information;40;0;60
🦌 Alex.;Bonjour @ENGIEpartFR @ENGIEgroup. Pouvez-vous m'expliquer pourquoi, dans mon suivi, le montant des conso des mois précédents vient d'augmenter en catimini ? \nPour le gaz, + 20€ en Janvier par exemple...\nC'est normal ?;2024-05-03 05:41:54+00:00;Négatif;True;['Augmentation inexpliquée des coûts de consommation'];['augmenter', '20€'];70;Facturation;60;0;80
🦌 Alex.;@ENGIEpartFR @ENGIEgroup Idem en Novembre, où ma conso d'électricité prend +25€ entre ce que vous m'annonciez à l'époque dans ma conso mensuelle et ce qui apparait aujourd'hui. \nOn en parle ? @ENGIEpartSAV;2024-05-03 05:46:27+00:00;Négatif;False;"[""Augmentation inexpliquée de la consommation d'électricité""]";['+25€', 'on en parle'];70;Facturation;90;0;80
BTW Thom #jesuivacinne et je fais ce que je veux;@ENGIEpartFR poste 2, donc j'ai du refaire une demande par internet. Vous ne maitrisez absolument pas le numérique c'est affolant.;2024-05-03 16:01:03+00:00;Négatif;False;['gestion numérique'];['refaire une demande', 'ne maitrisez absolument pas', 'affolant'];80;Service client;85;0;90
bab hola;Passer de 0,15 cts le kw/h a plus de 0,22cts le kw/h la bonne surprise de ENGIE soit disant une mise à jour a été faite sur la conso. le 2 mai j’avais une facture de 134 € pour avril et le 3 mai je me retrouve à devoir 194 € @ENGIEpartFR @CNEWS @BFMTV @TPMP 1/2;2024-05-06 07:04:57+00:00;Négatif;True;['Augmentation injustifiée du prix du kWh', 'Facturation incorrecte'];['0,15 cts', '0,22 cts', '134 €', '194 €', 'mise à jour', 'facture'];90;Facturation;85;0;95
FIVE;@ENGIEpartFR je peux savoir pourquoi j’ai pas accès à mes factures mensuelles ?;2024-05-06 07:58:36+00:00;Négatif;True;['accès aux factures mensuelles'];['pas accès'];60;question;60;0;70
Guigui🇵🇹;Pardon j’ai bien lu là ??? C’est quoi encore cette augmentation de taré ? @ENGIEpartFR https://t.co/YHx1L1wZEA;2024-05-08 11:59:03+00:00;Négatif;False;['augmentation de tarif'];['augmentation', 'taré'];80;Tarification;85;0;90
Julien_IDE-56🇨🇵;@ENGIEpartFR on fait comment ?\nVous faites une erreur de facturation et la personne que nous appelons nous oblige à payer l'intégralité de la somme ??? C'est une blague ?????;2024-05-11 10:27:13+00:00;Négatif;True;['erreur de facturation', 'obligation de paiement intégral'];['erreur', 'oblige', 'blague'];80;Facturation;80;0;90
Dr Éric Maeker;Je remarque que le prix du kWh électrique augmente de mois en mois\n\n- aujourd'hui 0.22€ !!!\n\n- avril 0.19€\n- mars 0.17€\n- fév 0.17€\n- jan 0.15€\n- déc 23 0.15€\n- déc 22 0.16€\n- déc 21 0.15€\n\nIdem pour l'abonnement qui passe 13.4€ à 16.37€ !!!\n\n@ENGIEpartFR @ENGIEgroup ?;2024-05-11 10:41:06+00:00;Négatif;False;"['augmentation du prix du kWh', ""augmentation du prix de l'abonnement""]";['augmente', '!!!', 'passe de 13.4€ à 16.37€'];80;Tarification;85;0;90
ligeour   pierre;@FestimagesNatur @ENGIEpartFR Depuis mon  renouvellement  de contrat  j ai une ligne consommation  obligation  pour le  gaz 0,01319 +TVA et l électricité  0,01307 +TVA  ayant  partagé  avec  des  connaissances  clients  ENGIE fort de  constater que je suis le seul dans  ce cas et vous  ?;2024-05-13 08:04:55+00:00;Négatif;True;['Problème de facturation', 'Incohérence des tarifs'];['renouvellement', 'conso', 'gaz', 'électricité', 'TVA', 'fort de constater'];60;Facturation;80;0;70
ANDIAL;Bonjour @ENGIEpartFR, ça fait plus de 10 min que j’attends au téléphone pour modifier la date de rdv avec le technicien, votre site étant en maintenance DEPUIS UNE SEMAINE ! 😡\n\nOn peut modifier ça en DM ? Merci ! #Engie @ENGIEgroup;2024-05-13 09:18:20+00:00;Négatif;True;['attente téléphonique', 'site en maintenance'];['10 min', 'DEPUIS UNE SEMAINE', '😡'];80;Service client;70;0;90
CLÉӨPHÉEᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Bonjour, @ENGIEpartSAV @ENGIEpartFR , j'ai un problème assez urgent et votre chat ne marche pas sur le site. Serait-il possible d'avoir un conseiller relativement vite s'il vous plait ?;2024-05-13 11:32:47+00:00;Négatif;True;['problème urgent', 'chat ne marche pas'];['urgent', 'ne marche pas'];80;Support Technique;60;10;70
TF AK 🔴🟡;@ENGIEpartFR @ENGIEgroup Qui force ses clients à payé + SANS être prévenu évidemment ??? C’est hallucinant ! \nOn augmente la mensualité sans me prévenir et quand je demande une explication on ne m’en donne pas ! https://t.co/rJKV1cMcFw;2024-05-14 16:35:38+00:00;Négatif;True;"['Augmentation de mensualité sans préavis', ""Manque d'explication""]";['force', 'payé', 'hallucinant', 'augmente', 'sans prévenir', 'explication'];80;Facturation;85;0;90
moon☽;@ENGIEpartFR  me prélever 400 balles sans me prévenir et ne me fournissant plus d’accès à mon espace client c’est normal ! ? 0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente d’être partie de chez vous .;2024-05-15 06:30:09+00:00;Négatif;True;['Prélèvement sans préavis', 'Accès espace client bloqué', 'Absence de communication', 'Absence de propositions de paiement échelonné'];['prélever 400 balles', 'ne me fournissant plus d’accès', '0 mail', 'aucunes propositions de paiement'];90;Service client et facturation;100;0;100
Christelle;Reçu Nouveau Prix de @ENGIEpartFR !! Merci #Macron ! Je paierai pas !  Et j’ouvre à un faux nom ! Fini d’être votre pigeonne !! https://t.co/4ez3eamq2y;2024-05-16 09:00:40+00:00;Négatif;False;['Augmentation des prix'];['paierai pas', 'pigeonne'];80;Prix;70;0;90
NICOLEO;@ENGIEpartFR @BFMTV L'estimation de ma mensualité était de 65 euros quand j'ai souscrit mon contrat chez @engie montant sensiblement identique à celui que je payais chez #Totalenergies;2024-05-16 11:23:44+00:00;Neutre;False;[];[];0;Information;0;100;0
NICOLEO;Aujourd'hui, @ENGIEpartFR m'informe que pour ne pas avoir UN TRES GROS REAJUSTEMENT mes mensualités doivent passent à 175 EUROS Je n'ai pas chauffé plus, pas de nouvel appareil... je vais aussi porter plainte auprès du médiateur de l'ENERGIE pour cette arnaque et QUITTER #ENGIE;2024-05-16 11:23:45+00:00;Négatif;True;['Augmentation injustifiée des mensualités', 'Menace de réajustement important'];['TRÈS GROS REAJUSTEMENT', 'arnaque', 'QUITTER'];90;Facturation;100;0;100
alain🔺🔺🔺👁🌍✨;Merci ⁦@ENGIEpartFR⁩ 300€ abonnement gaz sans consommation.bien je finirai à la bougie 🕯️ https://t.co/bEQylz4SDX;2024-05-16 13:33:16+00:00;Négatif;False;['facturation injustifiée'];['300€', 'sans consommation', 'finirai à la bougie'];80;Facturation;80;0;90
Cassou;@ENGIEpartFR c’est normal de résilier mon contrat 4 jours en avance alors que je suis encore dans l’appart ? Et comme par hasard impossible de vous joindre ! Merci vraiment quel Service !;2024-05-18 12:36:00+00:00;Négatif;True;['résiliation anticipée', 'impossible de joindre'];['résilier', 'impossible de joindre'];80;Service client;85;0;90
StarPhoenix;Engie qui me facture plus de 100€ alors que je ne suis plus chez eux depuis le 6 avril, c'est quoi ce bordel ?\n\nJe peux avoir une explication @ENGIEpartFR?;2024-05-19 19:19:10+00:00;Négatif;True;['Facturation erronée', 'Client non informé'];['bordel', 'explication'];80;Facturation;85;0;90
